 0.00000000e+00  0.00000000e+00  0.00000000e+00  8.44000000e-01  0.00000000e+00  9.00000000e-01  0.00000000e+00  1.50721875e+00  0.00000000e+00  3.90990058e-03 
 2.00000000e-12  2.00000000e-12  2.00000000e-12  8.44000000e-01  2.00000000e-12  9.00000000e-01  2.00000000e-12  1.50721866e+00  2.00000000e-12  3.90987218e-03 
 4.00000000e-12  4.00000000e-12  4.00000000e-12  8.44000000e-01  4.00000000e-12  9.00000000e-01  4.00000000e-12  1.50721858e+00  4.00000000e-12  3.90984920e-03 
 8.00000000e-12  8.00000000e-12  8.00000000e-12  8.44000000e-01  8.00000000e-12  9.00000000e-01  8.00000000e-12  1.50721841e+00  8.00000000e-12  3.90981350e-03 
 1.60000000e-11  1.60000000e-11  1.60000000e-11  8.44000000e-01  1.60000000e-11  9.00000000e-01  1.60000000e-11  1.50721807e+00  1.60000000e-11  3.90977398e-03 
 3.20000000e-11  3.20000000e-11  3.20000000e-11  8.44000000e-01  3.20000000e-11  9.00000000e-01  3.20000000e-11  1.50721743e+00  3.20000000e-11  3.90975261e-03 
 6.40000000e-11  6.40000000e-11  6.40000000e-11  8.44000000e-01  6.40000000e-11  9.00000000e-01  6.40000000e-11  1.50721622e+00  6.40000000e-11  3.90976439e-03 
 1.28000000e-10  1.28000000e-10  1.28000000e-10  8.44000000e-01  1.28000000e-10  9.00000000e-01  1.28000000e-10  1.50721405e+00  1.28000000e-10  3.90979952e-03 
 2.56000000e-10  2.56000000e-10  2.56000000e-10  8.44000000e-01  2.56000000e-10  9.00000000e-01  2.56000000e-10  1.50721047e+00  2.56000000e-10  3.90984735e-03 
 4.56000000e-10  4.56000000e-10  4.56000000e-10  8.44000000e-01  4.56000000e-10  9.00000000e-01  4.56000000e-10  1.50720639e+00  4.56000000e-10  3.90989645e-03 
 6.56000000e-10  6.56000000e-10  6.56000000e-10  8.44000000e-01  6.56000000e-10  9.00000000e-01  6.56000000e-10  1.50720363e+00  6.56000000e-10  3.90992856e-03 
 8.56000000e-10  8.56000000e-10  8.56000000e-10  8.44000000e-01  8.56000000e-10  9.00000000e-01  8.56000000e-10  1.50720178e+00  8.56000000e-10  3.90995014e-03 
 1.05600000e-09  1.05600000e-09  1.05600000e-09  8.44000000e-01  1.05600000e-09  9.00000000e-01  1.05600000e-09  1.50720056e+00  1.05600000e-09  3.90996498e-03 
 1.25600000e-09  1.25600000e-09  1.25600000e-09  8.44000000e-01  1.25600000e-09  9.00000000e-01  1.25600000e-09  1.50719980e+00  1.25600000e-09  3.90997534e-03 
 1.45600000e-09  1.45600000e-09  1.45600000e-09  8.44000000e-01  1.45600000e-09  9.00000000e-01  1.45600000e-09  1.50719937e+00  1.45600000e-09  3.90998251e-03 
 1.65600000e-09  1.65600000e-09  1.65600000e-09  8.44000000e-01  1.65600000e-09  9.00000000e-01  1.65600000e-09  1.50719918e+00  1.65600000e-09  3.90998728e-03 
 1.85600000e-09  1.85600000e-09  1.85600000e-09  8.44000000e-01  1.85600000e-09  9.00000000e-01  1.85600000e-09  1.50719916e+00  1.85600000e-09  3.90999021e-03 
 2.05600000e-09  2.05600000e-09  2.05600000e-09  8.44000000e-01  2.05600000e-09  9.00000000e-01  2.05600000e-09  1.50719927e+00  2.05600000e-09  3.90999174e-03 
 2.25600000e-09  2.25600000e-09  2.25600000e-09  8.44000000e-01  2.25600000e-09  9.00000000e-01  2.25600000e-09  1.50719945e+00  2.25600000e-09  3.90999222e-03 
 2.45600000e-09  2.45600000e-09  2.45600000e-09  8.44000000e-01  2.45600000e-09  9.00000000e-01  2.45600000e-09  1.50719968e+00  2.45600000e-09  3.90999194e-03 
 2.65600000e-09  2.65600000e-09  2.65600000e-09  8.44000000e-01  2.65600000e-09  9.00000000e-01  2.65600000e-09  1.50719993e+00  2.65600000e-09  3.90999114e-03 
 2.85600000e-09  2.85600000e-09  2.85600000e-09  8.44000000e-01  2.85600000e-09  9.00000000e-01  2.85600000e-09  1.50720019e+00  2.85600000e-09  3.90999001e-03 
 3.05600000e-09  3.05600000e-09  3.05600000e-09  8.44000000e-01  3.05600000e-09  9.00000000e-01  3.05600000e-09  1.50720043e+00  3.05600000e-09  3.90998872e-03 
 3.25600000e-09  3.25600000e-09  3.25600000e-09  8.44000000e-01  3.25600000e-09  9.00000000e-01  3.25600000e-09  1.50720065e+00  3.25600000e-09  3.90998737e-03 
 3.45600000e-09  3.45600000e-09  3.45600000e-09  8.44000000e-01  3.45600000e-09  9.00000000e-01  3.45600000e-09  1.50720085e+00  3.45600000e-09  3.90998605e-03 
 3.65600000e-09  3.65600000e-09  3.65600000e-09  8.44000000e-01  3.65600000e-09  9.00000000e-01  3.65600000e-09  1.50720102e+00  3.65600000e-09  3.90998481e-03 
 3.85600000e-09  3.85600000e-09  3.85600000e-09  8.44000000e-01  3.85600000e-09  9.00000000e-01  3.85600000e-09  1.50720117e+00  3.85600000e-09  3.90998370e-03 
 4.05600000e-09  4.05600000e-09  4.05600000e-09  8.44000000e-01  4.05600000e-09  9.00000000e-01  4.05600000e-09  1.50720128e+00  4.05600000e-09  3.90998273e-03 
 4.25600000e-09  4.25600000e-09  4.25600000e-09  8.44000000e-01  4.25600000e-09  9.00000000e-01  4.25600000e-09  1.50720138e+00  4.25600000e-09  3.90998190e-03 
 4.45600000e-09  4.45600000e-09  4.45600000e-09  8.44000000e-01  4.45600000e-09  9.00000000e-01  4.45600000e-09  1.50720145e+00  4.45600000e-09  3.90998121e-03 
 4.65600000e-09  4.65600000e-09  4.65600000e-09  8.44000000e-01  4.65600000e-09  9.00000000e-01  4.65600000e-09  1.50720150e+00  4.65600000e-09  3.90998066e-03 
 4.85600000e-09  4.85600000e-09  4.85600000e-09  8.44000000e-01  4.85600000e-09  9.00000000e-01  4.85600000e-09  1.50720154e+00  4.85600000e-09  3.90998023e-03 
 5.00000000e-09  5.00000000e-09  5.00000000e-09  8.44000000e-01  5.00000000e-09  9.00000000e-01  5.00000000e-09  1.50720156e+00  5.00000000e-09  3.90997999e-03 
 5.02000000e-09  5.02000000e-09  5.02000000e-09  8.46240000e-01  5.02000000e-09  9.00000000e-01  5.02000000e-09  1.50842519e+00  5.02000000e-09  4.07155809e-03 
 5.06000000e-09  5.06000000e-09  5.06000000e-09  8.50720000e-01  5.06000000e-09  9.00000000e-01  5.06000000e-09  1.51077288e+00  5.06000000e-09  4.14427958e-03 
 5.14000000e-09  5.14000000e-09  5.14000000e-09  8.59680000e-01  5.14000000e-09  9.00000000e-01  5.14000000e-09  1.51513616e+00  5.14000000e-09  4.10299679e-03 
 5.30000000e-09  5.30000000e-09  5.30000000e-09  8.77600000e-01  5.30000000e-09  9.00000000e-01  5.30000000e-09  1.52251396e+00  5.30000000e-09  4.01509285e-03 
 5.50000000e-09  5.50000000e-09  5.50000000e-09  9.00000000e-01  5.50000000e-09  9.00000000e-01  5.50000000e-09  1.52894987e+00  5.50000000e-09  3.92577190e-03 
 5.70000000e-09  5.70000000e-09  5.70000000e-09  9.22400000e-01  5.70000000e-09  9.00000000e-01  5.70000000e-09  1.53182062e+00  5.70000000e-09  3.84131670e-03 
 5.90000000e-09  5.90000000e-09  5.90000000e-09  9.44800000e-01  5.90000000e-09  9.00000000e-01  5.90000000e-09  1.53000793e+00  5.90000000e-09  3.74706031e-03 
 6.00000000e-09  6.00000000e-09  6.00000000e-09  9.56000000e-01  6.00000000e-09  9.00000000e-01  6.00000000e-09  1.52638149e+00  6.00000000e-09  3.66830179e-03 
 6.02000000e-09  6.02000000e-09  6.02000000e-09  9.56000000e-01  6.02000000e-09  9.00000000e-01  6.02000000e-09  1.52432987e+00  6.02000000e-09  3.51516069e-03 
 6.06000000e-09  6.06000000e-09  6.06000000e-09  9.56000000e-01  6.06000000e-09  9.00000000e-01  6.06000000e-09  1.52003999e+00  6.06000000e-09  3.41778387e-03 
 6.14000000e-09  6.14000000e-09  6.14000000e-09  9.56000000e-01  6.14000000e-09  9.00000000e-01  6.14000000e-09  1.51006812e+00  6.14000000e-09  3.35581175e-03 
 6.30000000e-09  6.30000000e-09  6.30000000e-09  9.56000000e-01  6.30000000e-09  9.00000000e-01  6.30000000e-09  1.48341458e+00  6.30000000e-09  3.22253353e-03 
 6.50000000e-09  6.50000000e-09  6.50000000e-09  9.56000000e-01  6.50000000e-09  9.00000000e-01  6.50000000e-09  1.44288837e+00  6.50000000e-09  3.22793939e-03 
 6.70000000e-09  6.70000000e-09  6.70000000e-09  9.56000000e-01  6.70000000e-09  9.00000000e-01  6.70000000e-09  1.40159607e+00  6.70000000e-09  3.42837557e-03 
 6.90000000e-09  6.90000000e-09  6.90000000e-09  9.56000000e-01  6.90000000e-09  9.00000000e-01  6.90000000e-09  1.36033419e+00  6.90000000e-09  3.61043536e-03 
 7.10000000e-09  7.10000000e-09  7.10000000e-09  9.56000000e-01  7.10000000e-09  9.00000000e-01  7.10000000e-09  1.31957527e+00  7.10000000e-09  3.80705712e-03 
 7.30000000e-09  7.30000000e-09  7.30000000e-09  9.56000000e-01  7.30000000e-09  9.00000000e-01  7.30000000e-09  1.27950425e+00  7.30000000e-09  4.02252468e-03 
 7.50000000e-09  7.50000000e-09  7.50000000e-09  9.56000000e-01  7.50000000e-09  9.00000000e-01  7.50000000e-09  1.24014809e+00  7.50000000e-09  4.25619813e-03 
 7.70000000e-09  7.70000000e-09  7.70000000e-09  9.56000000e-01  7.70000000e-09  9.00000000e-01  7.70000000e-09  1.20146037e+00  7.70000000e-09  4.50918239e-03 
 7.90000000e-09  7.90000000e-09  7.90000000e-09  9.56000000e-01  7.90000000e-09  9.00000000e-01  7.90000000e-09  1.16336880e+00  7.90000000e-09  4.78506992e-03 
 8.10000000e-09  8.10000000e-09  8.10000000e-09  9.56000000e-01  8.10000000e-09  9.00000000e-01  8.10000000e-09  1.12579901e+00  8.10000000e-09  5.08793499e-03 
 8.30000000e-09  8.30000000e-09  8.30000000e-09  9.56000000e-01  8.30000000e-09  9.00000000e-01  8.30000000e-09  1.08868538e+00  8.30000000e-09  5.42317859e-03 
 8.50000000e-09  8.50000000e-09  8.50000000e-09  9.56000000e-01  8.50000000e-09  9.00000000e-01  8.50000000e-09  1.05197449e+00  8.50000000e-09  5.79757673e-03 
 8.70000000e-09  8.70000000e-09  8.70000000e-09  9.56000000e-01  8.70000000e-09  9.00000000e-01  8.70000000e-09  1.01562512e+00  8.70000000e-09  6.21960598e-03 
 8.90000000e-09  8.90000000e-09  8.90000000e-09  9.56000000e-01  8.90000000e-09  9.00000000e-01  8.90000000e-09  9.79606875e-01  8.90000000e-09  6.70002163e-03 
 9.10000000e-09  9.10000000e-09  9.10000000e-09  9.56000000e-01  9.10000000e-09  9.00000000e-01  9.10000000e-09  9.43898611e-01  9.10000000e-09  7.25273361e-03 
 9.30000000e-09  9.30000000e-09  9.30000000e-09  9.56000000e-01  9.30000000e-09  9.00000000e-01  9.30000000e-09  9.08487023e-01  9.30000000e-09  7.89612757e-03 
 9.50000000e-09  9.50000000e-09  9.50000000e-09  9.56000000e-01  9.50000000e-09  9.00000000e-01  9.50000000e-09  8.73365764e-01  9.50000000e-09  8.65509951e-03 
 9.70000000e-09  9.70000000e-09  9.70000000e-09  9.56000000e-01  9.70000000e-09  9.00000000e-01  9.70000000e-09  8.38535236e-01  9.70000000e-09  9.56428899e-03 
